position,person,personID,start,end
President,Khurelsukh Ukhnaa,Q27058418,2021-07-10,
Prime Minister,Oyunerdene Luvsannamsrai,Q24248226,2021-01-27,
Deputy Prime Minister,Sainbuyan Amarsaikhan,Q110168680,2021-01-29,
Minister of Construction and Urban Development,Munkhbaatar Begzjav,Q110168485,2021-01-29,
Minister of Culture,Nomin Chinbat,Q25632553,2021-01-29,
Minister of Defence,Gürsediin Saikhanbayar,Q107000988,2020-07-08,
Minister of Education,Enkh-Amgalan Luvsantseren,Q24174849,2021-01-29,
Minister of Energy,Nansalyn Tavinbekh,Q110168519,2021-01-29,
Minister of Finance,Boldyn Javkhlan,Q25632960,2021-01-29,
"Minister of Food, Agriculture and Light Industry",Mendsaikhan Zagdjav,Q110168503,2021-01-29,
Minister of Foreign Affairs,Batmunkh Battsetseg,Q107670236,2021-01-29,
Minister of Health,Enkhbold Sereejav,Q110168509,2021-01-29,
Minister of Justice and Internal Affairs,Khishigeegiin Nyambaatar,Q110168012,2020-07-08,
Minister of Labour and Social Welfare,Ayush Ariunzaya,Q110168498,2021-01-29,
Minister of Mining and Heavy Industry,Yondon Gelen,Q110168512,2021-01-29,
"Minister of Nature, Environment and Tourism",Nyamjav Urtnasan,Q110167787,2021-01-29,
Minister of Road and Transport Development,Lusvan Khaltar,Q110168494,2021-01-29,
Chief Cabinet Secretary,Tsendiin Nyamdorj,Q7849526,2021-01-29,
Head of the President's Office,Zandaakhüügiin Enkhbold,Q81065,2017-07-10,
Speaker of the State Great Khural,Gombojavyn Zandanshatar,Q4142905,2019-02-01,
Governor of the Central Bank,Byadran Lkhagvasuren,Q110168557,2019,
Chief of General Staff,Dovchinsurengiin Ganzorig,Q104818606,2019-10-04,
